Word,Document Frequency,Postings
sole,1,"[{'course_id': 'ADM 6365', 'doc_id': 156, 'term_frequency': 1}]"
solut,20,"[{'course_id': 'ADM 2341', 'doc_id': 13, 'term_frequency': 1}, {'course_id': 'ADM 3379', 'doc_id': 48, 'term_frequency': 2}, {'course_id': 'ADM 4377', 'doc_id': 89, 'term_frequency': 1}, {'course_id': 'ADM 6261', 'doc_id': 117, 'term_frequency': 1}, {'course_id': 'ADM 6383', 'doc_id': 164, 'term_frequency': 1}, {'course_id': 'PSY 4173', 'doc_id': 213, 'term_frequency': 1}, {'course_id': 'MAT 1302', 'doc_id': 359, 'term_frequency': 1}, {'course_id': 'MAT 1303', 'doc_id': 360, 'term_frequency': 1}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 1}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 2}, {'course_id': 'MAT 1341', 'doc_id': 369, 'term_frequency': 1}, {'course_id': 'MAT 2324', 'doc_id': 382, 'term_frequency': 1}, {'course_id': 'MAT 2384', 'doc_id': 391, 'term_frequency': 2}, {'course_id': 'MAT 3320', 'doc_id': 402, 'term_frequency': 1}, {'course_id': 'MAT 4130', 'doc_id': 417, 'term_frequency': 1}, {'course_id': 'MAT 5131', 'doc_id': 459, 'term_frequency': 2}, {'course_id': 'MAT 5133', 'doc_id': 460, 'term_frequency': 1}, {'course_id': 'MAT 5180', 'doc_id': 493, 'term_frequency': 1}, {'course_id': 'CSI 4150', 'doc_id': 589, 'term_frequency': 3}, {'course_id': 'CSI 5175', 'doc_id': 638, 'term_frequency': 1}]"
solv,22,"[{'course_id': 'ADM 1100', 'doc_id': 0, 'term_frequency': 1}, {'course_id': 'ADM 1300', 'doc_id': 2, 'term_frequency': 1}, {'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 1}, {'course_id': 'ADM 2302', 'doc_id': 6, 'term_frequency': 2}, {'course_id': 'ADM 6321', 'doc_id': 134, 'term_frequency': 1}, {'course_id': 'PSY 3378', 'doc_id': 205, 'term_frequency': 1}, {'course_id': 'PSY 5105', 'doc_id': 232, 'term_frequency': 1}, {'course_id': 'PSY 6143', 'doc_id': 284, 'term_frequency': 1}, {'course_id': 'PSY 6147', 'doc_id': 288, 'term_frequency': 1}, {'course_id': 'PSY 6947', 'doc_id': 322, 'term_frequency': 1}, {'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 1}, {'course_id': 'CSI 1306', 'doc_id': 553, 'term_frequency': 3}, {'course_id': 'CSI 1308', 'doc_id': 554, 'term_frequency': 1}, {'course_id': 'CSI 1390', 'doc_id': 555, 'term_frequency': 1}, {'course_id': 'CSI 2120', 'doc_id': 558, 'term_frequency': 1}, {'course_id': 'CSI 5124', 'doc_id': 605, 'term_frequency': 1}, {'course_id': 'CSI 5127', 'doc_id': 607, 'term_frequency': 1}, {'course_id': 'CSI 5131', 'doc_id': 610, 'term_frequency': 1}, {'course_id': 'CSI 5164', 'doc_id': 630, 'term_frequency': 1}, {'course_id': 'CSI 5165', 'doc_id': 631, 'term_frequency': 2}, {'course_id': 'CSI 5308', 'doc_id': 642, 'term_frequency': 1}]"
solvabl,1,"[{'course_id': 'MAT 4142', 'doc_id': 419, 'term_frequency': 1}]"
sor,1,"[{'course_id': 'MAT 3380', 'doc_id': 412, 'term_frequency': 1}]"
sort,2,"[{'course_id': 'CSI 2110', 'doc_id': 557, 'term_frequency': 1}, {'course_id': 'CSI 4140', 'doc_id': 585, 'term_frequency': 1}]"
sou,1,"[{'course_id': 'PSY 6042', 'doc_id': 265, 'term_frequency': 2}]"
sound,1,"[{'course_id': 'ADM 6315', 'doc_id': 130, 'term_frequency': 2}, {'course_id': 'ADM 6315', 'doc_id': 130, 'term_frequency': 1}]"
sourc,6,"[{'course_id': 'ADM 3317', 'doc_id': 26, 'term_frequency': 1}, {'course_id': 'ADM 3345', 'doc_id': 37, 'term_frequency': 1}, {'course_id': 'PSY 6114', 'doc_id': 273, 'term_frequency': 1}, {'course_id': 'PSY 6903', 'doc_id': 308, 'term_frequency': 1}, {'course_id': 'CSI 1306', 'doc_id': 553, 'term_frequency': 1}, {'course_id': 'CSI 5100', 'doc_id': 591, 'term_frequency': 1}]"
space,27,"[{'course_id': 'MAT 1302', 'doc_id': 359, 'term_frequency': 1}, {'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}, {'course_id': 'MAT 1341', 'doc_id': 369, 'term_frequency': 2}, {'course_id': 'MAT 2141', 'doc_id': 379, 'term_frequency': 2}, {'course_id': 'MAT 2342', 'doc_id': 383, 'term_frequency': 1}, {'course_id': 'MAT 3101', 'doc_id': 393, 'term_frequency': 1}, {'course_id': 'MAT 3120', 'doc_id': 394, 'term_frequency': 3}, {'course_id': 'MAT 3153', 'doc_id': 398, 'term_frequency': 1}, {'course_id': 'MAT 3379', 'doc_id': 411, 'term_frequency': 1}, {'course_id': 'MAT 4124', 'doc_id': 414, 'term_frequency': 2}, {'course_id': 'MAT 4125', 'doc_id': 415, 'term_frequency': 1}, {'course_id': 'MAT 4126', 'doc_id': 416, 'term_frequency': 2}, {'course_id': 'MAT 4144', 'doc_id': 421, 'term_frequency': 1}, {'course_id': 'MAT 4153', 'doc_id': 422, 'term_frequency': 1}, {'course_id': 'MAT 4155', 'doc_id': 424, 'term_frequency': 1}, {'course_id': 'MAT 4157', 'doc_id': 425, 'term_frequency': 1}, {'course_id': 'MAT 4170', 'doc_id': 429, 'term_frequency': 1}, {'course_id': 'MAT 4371', 'doc_id': 437, 'term_frequency': 1}, {'course_id': 'MAT 4373', 'doc_id': 439, 'term_frequency': 1}, {'course_id': 'MAT 5125', 'doc_id': 456, 'term_frequency': 1}, {'course_id': 'MAT 5126', 'doc_id': 457, 'term_frequency': 3}, {'course_id': 'MAT 5133', 'doc_id': 460, 'term_frequency': 1}, {'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 1}, {'course_id': 'MAT 5151', 'doc_id': 472, 'term_frequency': 1}, {'course_id': 'MAT 5152', 'doc_id': 473, 'term_frequency': 1}, {'course_id': 'MAT 5170', 'doc_id': 485, 'term_frequency': 1}, {'course_id': 'MAT 5341', 'doc_id': 527, 'term_frequency': 1}]"
span,2,"[{'course_id': 'MAT 5106', 'doc_id': 452, 'term_frequency': 1}, {'course_id': 'CSI 2110', 'doc_id': 557, 'term_frequency': 1}]"
spanner,1,"[{'course_id': 'CSI 5127', 'doc_id': 607, 'term_frequency': 2}]"
spare,1,"[{'course_id': 'PSY 4180', 'doc_id': 215, 'term_frequency': 2}, {'course_id': 'PSY 4180', 'doc_id': 215, 'term_frequency': 1}]"
spatial,5,"[{'course_id': 'PSY 4173', 'doc_id': 213, 'term_frequency': 1}, {'course_id': 'PSY 5103', 'doc_id': 230, 'term_frequency': 1}, {'course_id': 'MAT 5198', 'doc_id': 506, 'term_frequency': 1}, {'course_id': 'CSI 5102', 'doc_id': 593, 'term_frequency': 2}, {'course_id': 'CSI 5168', 'doc_id': 634, 'term_frequency': 1}]"
spatialperceptualconstruct,2,"[{'course_id': 'PSY 5125', 'doc_id': 238, 'term_frequency': 1}, {'course_id': 'PSY 5924', 'doc_id': 254, 'term_frequency': 1}]"
speci,2,"[{'course_id': 'PSY 6117', 'doc_id': 276, 'term_frequency': 1}, {'course_id': 'PSY 6906', 'doc_id': 311, 'term_frequency': 1}]"
special,13,"[{'course_id': 'ADM 3322', 'doc_id': 30, 'term_frequency': 1}, {'course_id': 'ADM 3346', 'doc_id': 38, 'term_frequency': 1}, {'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 1}, {'course_id': 'ADM 4336', 'doc_id': 69, 'term_frequency': 1}, {'course_id': 'ADM 4348', 'doc_id': 79, 'term_frequency': 1}, {'course_id': 'ADM 6315', 'doc_id': 130, 'term_frequency': 1}, {'course_id': 'PSY 6134', 'doc_id': 283, 'term_frequency': 1}, {'course_id': 'PSY 6931', 'doc_id': 317, 'term_frequency': 1}, {'course_id': 'MAT 3155', 'doc_id': 399, 'term_frequency': 1}, {'course_id': 'MAT 5131', 'doc_id': 459, 'term_frequency': 1}, {'course_id': 'MAT 5161', 'doc_id': 477, 'term_frequency': 1}, {'course_id': 'CSI 5116', 'doc_id': 601, 'term_frequency': 1}, {'course_id': 'CSI 5180', 'doc_id': 639, 'term_frequency': 1}]"
specialist,1,"[{'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}]"
specif,22,"[{'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 1}, {'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 2}, {'course_id': 'ADM 3322', 'doc_id': 30, 'term_frequency': 1}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 2}, {'course_id': 'ADM 3363', 'doc_id': 46, 'term_frequency': 1}, {'course_id': 'ADM 3379', 'doc_id': 48, 'term_frequency': 1}, {'course_id': 'ADM 3994', 'doc_id': 53, 'term_frequency': 1}, {'course_id': 'ADM 4341', 'doc_id': 74, 'term_frequency': 1}, {'course_id': 'ADM 4355', 'doc_id': 85, 'term_frequency': 1}, {'course_id': 'ADM 4994', 'doc_id': 99, 'term_frequency': 1}, {'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'ADM 6316', 'doc_id': 131, 'term_frequency': 1}, {'course_id': 'PSY 6107', 'doc_id': 270, 'term_frequency': 1}, {'course_id': 'PSY 6122', 'doc_id': 278, 'term_frequency': 1}, {'course_id': 'PSY 6132', 'doc_id': 281, 'term_frequency': 1}, {'course_id': 'PSY 6920', 'doc_id': 313, 'term_frequency': 1}, {'course_id': 'PSY 6932', 'doc_id': 318, 'term_frequency': 1}, {'course_id': 'PSY 7101', 'doc_id': 335, 'term_frequency': 1}, {'course_id': 'CSI 5110', 'doc_id': 596, 'term_frequency': 1}, {'course_id': 'CSI 5153', 'doc_id': 625, 'term_frequency': 1}, {'course_id': 'CSI 5174', 'doc_id': 637, 'term_frequency': 1}, {'course_id': 'CSI 5904', 'doc_id': 654, 'term_frequency': 1}]"
specifi,1,"[{'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}]"
spectral,5,"[{'course_id': 'PSY 6114', 'doc_id': 273, 'term_frequency': 1}, {'course_id': 'PSY 6903', 'doc_id': 308, 'term_frequency': 1}, {'course_id': 'MAT 4124', 'doc_id': 414, 'term_frequency': 1}, {'course_id': 'MAT 5180', 'doc_id': 493, 'term_frequency': 2}, {'course_id': 'CSI 5168', 'doc_id': 634, 'term_frequency': 1}]"
spectrum,1,"[{'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 1}]"
speech,2,"[{'course_id': 'PSY 3136', 'doc_id': 195, 'term_frequency': 1}, {'course_id': 'CSI 5185', 'doc_id': 641, 'term_frequency': 1}]"
speed,1,"[{'course_id': 'CSI 5173', 'doc_id': 636, 'term_frequency': 1}]"
spheric,1,"[{'course_id': 'MAT 2122', 'doc_id': 377, 'term_frequency': 1}]"
spin,1,"[{'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}]"
spline,1,"[{'course_id': 'CSI 5146', 'doc_id': 619, 'term_frequency': 1}]"
split,2,"[{'course_id': 'MAT 3378', 'doc_id': 410, 'term_frequency': 1}, {'course_id': 'MAT 5195', 'doc_id': 503, 'term_frequency': 1}]"
sponsor,3,"[{'course_id': 'ADM 4322', 'doc_id': 64, 'term_frequency': 1}, {'course_id': 'ADM 4325', 'doc_id': 65, 'term_frequency': 1}, {'course_id': 'MAT 5996', 'doc_id': 534, 'term_frequency': 1}]"
spous,1,"[{'course_id': 'PSY 3123', 'doc_id': 189, 'term_frequency': 1}]"
spreadsheet,2,"[{'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 1}, {'course_id': 'CSI 1306', 'doc_id': 553, 'term_frequency': 1}]"
spreadspectrum,1,"[{'course_id': 'CSI 5142', 'doc_id': 618, 'term_frequency': 1}]"
sql,1,"[{'course_id': 'CSI 2132', 'doc_id': 559, 'term_frequency': 2}]"
squar,11,"[{'course_id': 'ADM 2304', 'doc_id': 8, 'term_frequency': 1}, {'course_id': 'PSY 2106', 'doc_id': 174, 'term_frequency': 1}, {'course_id': 'PSY 5120', 'doc_id': 236, 'term_frequency': 1}, {'course_id': 'MAT 1372', 'doc_id': 373, 'term_frequency': 1}, {'course_id': 'MAT 2342', 'doc_id': 383, 'term_frequency': 1}, {'course_id': 'MAT 2377', 'doc_id': 389, 'term_frequency': 1}, {'course_id': 'MAT 3378', 'doc_id': 410, 'term_frequency': 1}, {'course_id': 'MAT 4349', 'doc_id': 436, 'term_frequency': 1}, {'course_id': 'MAT 5176', 'doc_id': 491, 'term_frequency': 1}, {'course_id': 'MAT 5195', 'doc_id': 503, 'term_frequency': 1}, {'course_id': 'MAT 5317', 'doc_id': 516, 'term_frequency': 1}]"
stabil,4,"[{'course_id': 'MAT 1330', 'doc_id': 366, 'term_frequency': 1}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 1}, {'course_id': 'MAT 3130', 'doc_id': 396, 'term_frequency': 1}, {'course_id': 'MAT 5180', 'doc_id': 493, 'term_frequency': 1}]"
stabilityinvari,1,"[{'course_id': 'MAT 5131', 'doc_id': 459, 'term_frequency': 1}]"
staf,3,"[{'course_id': 'ADM 2337', 'doc_id': 12, 'term_frequency': 1}, {'course_id': 'ADM 3333', 'doc_id': 33, 'term_frequency': 3}, {'course_id': 'ADM 6367', 'doc_id': 157, 'term_frequency': 1}]"
staff,4,"[{'course_id': 'PSY 5158', 'doc_id': 240, 'term_frequency': 1}, {'course_id': 'PSY 5958', 'doc_id': 255, 'term_frequency': 1}, {'course_id': 'PSY 7106', 'doc_id': 340, 'term_frequency': 1}, {'course_id': 'PSY 7906', 'doc_id': 352, 'term_frequency': 1}]"
staffingtrain,1,"[{'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}]"
stage,9,"[{'course_id': 'ADM 2901', 'doc_id': 19, 'term_frequency': 1}, {'course_id': 'ADM 3901', 'doc_id': 50, 'term_frequency': 1}, {'course_id': 'ADM 3902', 'doc_id': 51, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 4901', 'doc_id': 93, 'term_frequency': 1}, {'course_id': 'ADM 4902', 'doc_id': 94, 'term_frequency': 1}, {'course_id': 'PSY 6167', 'doc_id': 297, 'term_frequency': 3}, {'course_id': 'PSY 6963', 'doc_id': 328, 'term_frequency': 1}, {'course_id': 'MAT 3377', 'doc_id': 409, 'term_frequency': 1}]"
stakehold,2,"[{'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 1}, {'course_id': 'ADM 6260', 'doc_id': 116, 'term_frequency': 1}]"
standard,19,"[{'course_id': 'ADM 2341', 'doc_id': 13, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 4342', 'doc_id': 75, 'term_frequency': 1}, {'course_id': 'ADM 6260', 'doc_id': 116, 'term_frequency': 1}, {'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'PSY 3307', 'doc_id': 203, 'term_frequency': 1}, {'course_id': 'PSY 4127', 'doc_id': 210, 'term_frequency': 1}, {'course_id': 'PSY 6170', 'doc_id': 299, 'term_frequency': 1}, {'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}, {'course_id': 'MAT 1341', 'doc_id': 369, 'term_frequency': 1}, {'course_id': 'MAT 1371', 'doc_id': 372, 'term_frequency': 1}, {'course_id': 'MAT 1373', 'doc_id': 374, 'term_frequency': 1}, {'course_id': 'MAT 4162', 'doc_id': 427, 'term_frequency': 1}, {'course_id': 'MAT 5192', 'doc_id': 500, 'term_frequency': 1}, {'course_id': 'CSI 2372', 'doc_id': 560, 'term_frequency': 1}, {'course_id': 'CSI 4133', 'doc_id': 582, 'term_frequency': 1}, {'course_id': 'CSI 5112', 'doc_id': 598, 'term_frequency': 1}, {'course_id': 'CSI 5175', 'doc_id': 638, 'term_frequency': 1}, {'course_id': 'CSI 7314', 'doc_id': 662, 'term_frequency': 1}]"
startup,1,"[{'course_id': 'ADM 6368', 'doc_id': 158, 'term_frequency': 1}]"
stat,20,"[{'course_id': 'MAT 5170', 'doc_id': 485, 'term_frequency': 1}, {'course_id': 'MAT 5172', 'doc_id': 487, 'term_frequency': 1}, {'course_id': 'MAT 5173', 'doc_id': 488, 'term_frequency': 1}, {'course_id': 'MAT 5174', 'doc_id': 489, 'term_frequency': 1}, {'course_id': 'MAT 5175', 'doc_id': 490, 'term_frequency': 1}, {'course_id': 'MAT 5176', 'doc_id': 491, 'term_frequency': 1}, {'course_id': 'MAT 5177', 'doc_id': 492, 'term_frequency': 1}, {'course_id': 'MAT 5181', 'doc_id': 494, 'term_frequency': 1}, {'course_id': 'MAT 5182', 'doc_id': 495, 'term_frequency': 1}, {'course_id': 'MAT 5190', 'doc_id': 498, 'term_frequency': 1}, {'course_id': 'MAT 5191', 'doc_id': 499, 'term_frequency': 1}, {'course_id': 'MAT 5192', 'doc_id': 500, 'term_frequency': 1}, {'course_id': 'MAT 5193', 'doc_id': 501, 'term_frequency': 1}, {'course_id': 'MAT 5194', 'doc_id': 502, 'term_frequency': 1}, {'course_id': 'MAT 5195', 'doc_id': 503, 'term_frequency': 1}, {'course_id': 'MAT 5196', 'doc_id': 504, 'term_frequency': 1}, {'course_id': 'MAT 5197', 'doc_id': 505, 'term_frequency': 1}, {'course_id': 'MAT 5317', 'doc_id': 516, 'term_frequency': 1}, {'course_id': 'MAT 5318', 'doc_id': 517, 'term_frequency': 1}, {'course_id': 'MAT 5375', 'doc_id': 530, 'term_frequency': 1}]"
state,3,"[{'course_id': 'PSY 3109', 'doc_id': 186, 'term_frequency': 1}, {'course_id': 'MAT 3379', 'doc_id': 411, 'term_frequency': 1}, {'course_id': 'MAT 4371', 'doc_id': 437, 'term_frequency': 1}]"
statement,8,"[{'course_id': 'ADM 1340', 'doc_id': 4, 'term_frequency': 3}, {'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 1}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 1}, {'course_id': 'ADM 3349', 'doc_id': 39, 'term_frequency': 1}, {'course_id': 'ADM 4350', 'doc_id': 81, 'term_frequency': 1}, {'course_id': 'ADM 5341', 'doc_id': 107, 'term_frequency': 2}, {'course_id': 'ADM 6342', 'doc_id': 146, 'term_frequency': 4}]"
static,1,"[{'course_id': 'CSI 5135', 'doc_id': 612, 'term_frequency': 2}]"
stationar,1,"[{'course_id': 'MAT 3379', 'doc_id': 411, 'term_frequency': 1}]"
stationari,1,"[{'course_id': 'MAT 5185', 'doc_id': 496, 'term_frequency': 1}]"
statist,30,"[{'course_id': 'ADM 2303', 'doc_id': 7, 'term_frequency': 3}, {'course_id': 'ADM 2304', 'doc_id': 8, 'term_frequency': 1}, {'course_id': 'ADM 5300', 'doc_id': 102, 'term_frequency': 1}, {'course_id': 'ADM 6301', 'doc_id': 127, 'term_frequency': 2}, {'course_id': 'PSY 2106', 'doc_id': 174, 'term_frequency': 2}, {'course_id': 'PSY 2116', 'doc_id': 177, 'term_frequency': 1}, {'course_id': 'PSY 5120', 'doc_id': 236, 'term_frequency': 1}, {'course_id': 'PSY 5121', 'doc_id': 237, 'term_frequency': 3}, {'course_id': 'PSY 5133', 'doc_id': 239, 'term_frequency': 1}, {'course_id': 'PSY 6105', 'doc_id': 268, 'term_frequency': 1}, {'course_id': 'PSY 6144', 'doc_id': 285, 'term_frequency': 2}, {'course_id': 'PSY 6941', 'doc_id': 319, 'term_frequency': 2}, {'course_id': 'MAT 1371', 'doc_id': 372, 'term_frequency': 3}, {'course_id': 'MAT 1373', 'doc_id': 374, 'term_frequency': 3}, {'course_id': 'MAT 1395', 'doc_id': 376, 'term_frequency': 1}, {'course_id': 'MAT 2375', 'doc_id': 388, 'term_frequency': 1}, {'course_id': 'MAT 2377', 'doc_id': 389, 'term_frequency': 2}, {'course_id': 'MAT 2379', 'doc_id': 390, 'term_frequency': 3}, {'course_id': 'MAT 3375', 'doc_id': 408, 'term_frequency': 1}, {'course_id': 'MAT 3377', 'doc_id': 409, 'term_frequency': 1}, {'course_id': 'MAT 3378', 'doc_id': 410, 'term_frequency': 1}, {'course_id': 'MAT 4375', 'doc_id': 441, 'term_frequency': 1}, {'course_id': 'MAT 4376', 'doc_id': 442, 'term_frequency': 1}, {'course_id': 'MAT 4378', 'doc_id': 444, 'term_frequency': 1}, {'course_id': 'MAT 5182', 'doc_id': 495, 'term_frequency': 1}, {'course_id': 'MAT 5190', 'doc_id': 498, 'term_frequency': 1}, {'course_id': 'MAT 6997', 'doc_id': 537, 'term_frequency': 2}, {'course_id': 'CSI 4142', 'doc_id': 587, 'term_frequency': 1}, {'course_id': 'CSI 5386', 'doc_id': 647, 'term_frequency': 3}, {'course_id': 'CSI 5387', 'doc_id': 648, 'term_frequency': 1}]"
statu,1,"[{'course_id': 'PSY 4122', 'doc_id': 209, 'term_frequency': 1}]"
statutori,1,"[{'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}]"
steenrod,2,"[{'course_id': 'MAT 4157', 'doc_id': 425, 'term_frequency': 1}, {'course_id': 'MAT 5152', 'doc_id': 473, 'term_frequency': 1}]"
steepest,1,"[{'course_id': 'MAT 5185', 'doc_id': 496, 'term_frequency': 1}]"
steganographi,1,"[{'course_id': 'CSI 5168', 'doc_id': 634, 'term_frequency': 1}]"
steiner,1,"[{'course_id': 'MAT 4349', 'doc_id': 436, 'term_frequency': 1}]"
step,2,"[{'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 1}, {'course_id': 'PSY 3123', 'doc_id': 189, 'term_frequency': 1}]"
stereotyp,2,"[{'course_id': 'PSY 3121', 'doc_id': 187, 'term_frequency': 1}, {'course_id': 'PSY 5113', 'doc_id': 234, 'term_frequency': 1}]"
stimul,1,"[{'course_id': 'PSY 4302', 'doc_id': 220, 'term_frequency': 1}]"
stimulu,2,"[{'course_id': 'PSY 6152', 'doc_id': 290, 'term_frequency': 1}, {'course_id': 'PSY 6952', 'doc_id': 324, 'term_frequency': 1}]"
stochast,5,"[{'course_id': 'MAT 3172', 'doc_id': 401, 'term_frequency': 1}, {'course_id': 'MAT 4371', 'doc_id': 437, 'term_frequency': 1}, {'course_id': 'MAT 5173', 'doc_id': 488, 'term_frequency': 1}, {'course_id': 'MAT 5197', 'doc_id': 505, 'term_frequency': 1}]"
stoke,1,"[{'course_id': 'MAT 2322', 'doc_id': 381, 'term_frequency': 2}]"
stokess,1,"[{'course_id': 'MAT 2122', 'doc_id': 377, 'term_frequency': 1}]"
stone,1,"[{'course_id': 'MAT 5125', 'doc_id': 456, 'term_frequency': 1}]"
stop,2,"[{'course_id': 'MAT 4372', 'doc_id': 438, 'term_frequency': 1}, {'course_id': 'MAT 5197', 'doc_id': 505, 'term_frequency': 1}]"
storag,1,"[{'course_id': 'CSI 3131', 'doc_id': 566, 'term_frequency': 1}]"
strateg,17,"[{'course_id': 'ADM 1101', 'doc_id': 1, 'term_frequency': 1}, {'course_id': 'ADM 1301', 'doc_id': 3, 'term_frequency': 1}, {'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 1}, {'course_id': 'ADM 2320', 'doc_id': 10, 'term_frequency': 1}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 2}, {'course_id': 'ADM 4315', 'doc_id': 59, 'term_frequency': 3}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'ADM 4325', 'doc_id': 65, 'term_frequency': 2}, {'course_id': 'ADM 4326', 'doc_id': 66, 'term_frequency': 1}, {'course_id': 'ADM 4328', 'doc_id': 67, 'term_frequency': 1}, {'course_id': 'ADM 4337', 'doc_id': 70, 'term_frequency': 1}, {'course_id': 'ADM 5360', 'doc_id': 112, 'term_frequency': 1}, {'course_id': 'ADM 5361', 'doc_id': 113, 'term_frequency': 1}, {'course_id': 'ADM 5370', 'doc_id': 114, 'term_frequency': 1}, {'course_id': 'ADM 6281', 'doc_id': 124, 'term_frequency': 1}, {'course_id': 'ADM 6376', 'doc_id': 160, 'term_frequency': 1}, {'course_id': 'ADM 6420', 'doc_id': 169, 'term_frequency': 1}]"
